文件名,文件格式,聚类标签,清洗后文本特征
D2443.txt,.txt,2,名称 按货类 国家 铁路 货物 运输量 编号 时间
D2449.xlsx,.xlsx,2,表名 年度 数据 表头 时间 北京市 天津市 河北省 山西省 内蒙古自治区 辽宁省 吉林省 黑龙江省 上海市 江苏省 浙江省 安徽省 福建省 江西省 山东省 河南省 湖北省 湖南省 广东省 广西壮族自治区 海南省 重庆市 四川省 贵州省 云南省 西藏自治区 陕西省 甘肃省 青海省 宁夏回族自治区 新疆维吾尔自治区 内容
D2451.txt,.txt,4,名称 登记注册 类型 连锁 零售 基本 编号 时间
D2452.txt,.txt,2,名称 有线广播 电视 传输 干线 网络 实际 用户 编号 时间
D2455.txt,.txt,4,名称 登记注册 类型 建筑业 主要 经济指标 编号 时间
D2459.txt,.txt,2,名称 森林 火灾 编号 时间
D2463.txt,.txt,2,名称 调解 民间 纠纷 分类 编号 时间
D2464.txt,.txt,1,名称 控股 企业法人 编号 时间
D2465.txt,.txt,2,名称 电影 综合 编号 时间
D2467.txt,.txt,3,名称 国内 生产总值 指数 编号 时间
D2474.pdf,.pdf,2,旋翼 遥控 飞行 无人机 电池 授权 公布 公报 打印 一篇 一篇 转到第 授权 公告 申请 专利 申请 授权 公告 cn cn 申请 专利权 衡阳 云雁 航空 科技 有限公司 发明 设计 王国 地址 湖南省 衡阳市 雁峰区 工业 集聚 兴业 国省 代码 湖南 分类号 分类号 优先权 专利 代理 机构 衡阳市 科航 专利 事务所 代理人 小强 审查员 进入 国家 国际 申请 国际 公布 分案 申请 范畴 分类 颁证 简要 外观设计 产品 名称 旋翼 遥控 飞行 无人机 电池 外观设计 产品 用途 外观 产品 用于 旋翼 遥控 飞行 无人机 用来 安装 电池 外观设计 产品 设计 要点 电池 设计 最能 表明 外观设计 设计 要点 照片 主视图 省略 视图 视图 视图 相同 省略 视图 著录 法律 状态 正在 查询 稍候 ...... 版权所有 国家知识产权局 客户 支持 邮箱 cnipr com icp 公网 安备
D2476.txt,.txt,5,名称 城镇居民 人均 消费 支出 编号 时间
